APID,Vendor,InvoiceDate,DueDate,Amount,Currency,Status,PaidDate,Terms,invoice_month,invoice_dayofweek,is_weekend,amount_usd,anomaly,type
AP10656,ABC Supplies,2023-07-04,2023-08-03,2464.24,USD,Partial,,Net 30,7,1,0,2464.24,False,Normal
AP10657,TechMart,2023-12-11,2024-01-10,4354.51,GBP,Partial,,Net 30,12,0,0,5443.137500000001,True,Anomaly
AP10658,TechMart,2023-12-13,2024-01-12,1809.68,USD,Partial,,Net 30,12,2,0,1809.68,False,Normal
AP10659,TechMart,2024-10-23,2024-11-22,4448.67,USD,Open,,Net 30,10,2,0,4448.67,False,Normal
AP10660,Fast Travel,2025-06-02,2025-07-02,3810.59,CAD,Paid,2025-07-02,Net 30,6,0,0,2781.7307,False,Normal
AP10661,TechMart,2024-05-21,2024-06-20,4234.42,AUD,Open,,Net 30,5,1,0,2752.373,False,Normal
AP10662,BluePrints,2024-01-30,2024-02-29,2754.86,GBP,Partial,,Net 30,1,1,0,3443.5750000000003,False,Normal
AP10663,TechMart,2025-02-23,2025-03-25,3198.07,GBP,Partial,,Net 30,2,6,1,3997.5875,False,Normal
AP10664,BluePrints,2023-10-02,2023-11-01,3984.98,EUR,Partial,,Net 30,10,0,0,4303.7784,False,Normal
AP10665,Global Office,2023-06-19,2023-07-19,4810.12,USD,Open,,Net 30,6,0,0,4810.12,False,Normal
AP10666,ABC Supplies,2024-01-20,2024-02-19,4712.91,EUR,Open,,Net 30,1,5,1,5089.9428,False,Normal
AP10667,BluePrints,2025-02-04,2025-03-06,4624.82,AUD,Paid,2025-03-06,Net 30,2,1,0,3006.133,False,Normal
AP10668,TechMart,2024-08-18,2024-09-17,3779.89,CAD,Open,,Net 30,8,6,1,2759.3197,False,Normal
AP10669,Global Office,2023-07-11,2023-08-10,528.43,GBP,Partial,,Net 30,7,1,0,660.5374999999999,False,Normal
AP10670,ABC Supplies,2024-01-14,2024-02-13,3542.71,AUD,Paid,2024-02-13,Net 30,1,6,1,2302.7615,False,Normal
AP10671,ABC Supplies,2025-06-16,2025-07-16,1625.04,GBP,Paid,2025-07-16,Net 30,6,0,0,2031.3,False,Normal
AP10672,Fast Travel,2023-10-14,2023-11-13,3513.91,AUD,Partial,,Net 30,10,5,1,2284.0415,False,Normal
AP10673,TechMart,2023-06-02,2023-07-02,1005.78,GBP,Paid,2023-07-02,Net 30,6,4,0,1257.225,False,Normal
AP10674,TechMart,2025-06-13,2025-07-13,4800.13,AUD,Partial,,Net 30,6,4,0,3120.0845000000004,False,Normal
AP10675,ABC Supplies,2025-04-13,2025-05-13,2790.67,AUD,Partial,,Net 30,4,6,1,1813.9355,False,Normal
AP10676,TechMart,2023-03-03,2023-04-02,3677.45,GBP,Open,,Net 30,3,4,0,4596.8125,False,Normal
AP10677,Fast Travel,2023-01-29,2023-02-28,2795.97,AUD,Partial,,Net 30,1,6,1,1817.3805,False,Normal
AP10678,Fast Travel,2023-08-14,2023-09-13,3609.91,EUR,Open,,Net 30,8,0,0,3898.7028,False,Normal
AP10679,ABC Supplies,2024-06-24,2024-07-24,415.41,CAD,Open,,Net 30,6,0,0,303.2493,False,Normal
AP10680,BluePrints,2024-05-29,2024-06-28,3262.02,EUR,Partial,,Net 30,5,2,0,3522.9816,False,Normal
AP10681,Fast Travel,2024-08-10,2024-09-09,386.52,EUR,Open,,Net 30,8,5,1,417.4416,False,Normal
AP10682,TechMart,2023-08-12,2023-09-11,3339.93,GBP,Partial,,Net 30,8,5,1,4174.912499999999,False,Normal
AP10683,ABC Supplies,2023-05-19,2023-06-18,4195.2,EUR,Partial,,Net 30,5,4,0,4530.816,False,Normal
AP10684,ABC Supplies,2023-05-19,2023-06-18,2911.89,EUR,Open,,Net 30,5,4,0,3144.8412,False,Normal
AP10685,TechMart,2025-03-30,2025-04-29,1595.21,CAD,Open,,Net 30,3,6,1,1164.5033,False,Normal
AP10686,ABC Supplies,2023-04-07,2023-05-07,2246.04,EUR,Open,,Net 30,4,4,0,2425.7232,False,Normal
AP10687,TechMart,2024-01-01,2024-01-31,560.42,EUR,Paid,2024-01-31,Net 30,1,0,0,605.2536,False,Normal
AP10688,Global Office,2023-11-29,2023-12-29,1796.7,EUR,Open,,Net 30,11,2,0,1940.4360000000001,False,Normal
AP10689,Fast Travel,2024-06-01,2024-07-01,1049.54,EUR,Partial,,Net 30,6,5,1,1133.5032,False,Normal
AP10690,ABC Supplies,2023-09-09,2023-10-09,2858.31,EUR,Open,,Net 30,9,5,1,3086.9748,False,Normal
AP10691,ABC Supplies,2023-12-19,2024-01-18,2144.37,CAD,Open,,Net 30,12,1,0,1565.3900999999998,False,Normal
AP10692,Global Office,2025-06-07,2025-07-07,1051.29,EUR,Paid,2025-07-07,Net 30,6,5,1,1135.3932,False,Normal
AP10693,Global Office,2023-03-21,2023-04-20,212.66,USD,Partial,,Net 30,3,1,0,212.66,False,Normal
AP10694,Fast Travel,2023-12-11,2024-01-10,2649.88,EUR,Paid,2024-01-10,Net 30,12,0,0,2861.8704000000002,False,Normal
AP10695,BluePrints,2023-05-28,2023-06-27,2025.22,GBP,Open,,Net 30,5,6,1,2531.525,False,Normal
AP10696,Fast Travel,2025-05-02,2025-06-01,2110.49,GBP,Paid,2025-06-01,Net 30,5,4,0,2638.1124999999997,False,Normal
AP10697,Fast Travel,2024-11-28,2024-12-28,4740.3,CAD,Paid,2024-12-28,Net 30,11,3,0,3460.419,False,Normal
AP10698,TechMart,2024-10-06,2024-11-05,2511.05,CAD,Partial,,Net 30,10,6,1,1833.0665000000001,False,Normal
AP10699,Fast Travel,2024-06-16,2024-07-16,1198.06,USD,Open,,Net 30,6,6,1,1198.06,False,Normal
AP10700,ABC Supplies,2024-12-01,2024-12-31,4648.54,USD,Partial,,Net 30,12,6,1,4648.54,False,Normal
AP10701,Global Office,2024-04-09,2024-05-09,1123.9,USD,Open,,Net 30,4,1,0,1123.9,False,Normal
AP10702,BluePrints,2023-12-11,2024-01-10,137.11,USD,Partial,,Net 30,12,0,0,137.11,True,Anomaly
AP10703,BluePrints,2024-06-02,2024-07-02,1824.99,EUR,Paid,2024-07-02,Net 30,6,6,1,1970.9892000000002,False,Normal
AP10704,Global Office,2023-06-02,2023-07-02,3916.78,GBP,Partial,,Net 30,6,4,0,4895.975,False,Normal
AP10705,ABC Supplies,2023-06-14,2023-07-14,4748.9,AUD,Partial,,Net 30,6,2,0,3086.785,False,Normal
AP10706,TechMart,2025-04-23,2025-05-23,2620.19,EUR,Open,,Net 30,4,2,0,2829.8052000000002,False,Normal
AP10707,Fast Travel,2023-03-05,2023-04-04,3038.06,AUD,Open,,Net 30,3,6,1,1974.739,False,Normal
AP10708,Fast Travel,2023-12-15,2024-01-14,1309.88,EUR,Paid,2024-01-14,Net 30,12,4,0,1414.6704000000002,False,Normal
AP10709,ABC Supplies,2023-04-12,2023-05-12,3542.51,GBP,Paid,2023-05-12,Net 30,4,2,0,4428.137500000001,False,Normal
AP10710,BluePrints,2023-03-01,2023-03-31,1785.99,AUD,Partial,,Net 30,3,2,0,1160.8935000000001,False,Normal
AP10711,Fast Travel,2023-08-20,2023-09-19,2979.86,CAD,Paid,2023-09-19,Net 30,8,6,1,2175.2978,False,Normal
AP10712,Global Office,2023-08-16,2023-09-15,3891.24,GBP,Partial,,Net 30,8,2,0,4864.049999999999,False,Normal
AP10713,Fast Travel,2025-02-10,2025-03-12,4674.42,USD,Paid,2025-03-12,Net 30,2,0,0,4674.42,False,Normal
AP10714,BluePrints,2024-06-21,2024-07-21,2370.71,GBP,Partial,,Net 30,6,4,0,2963.3875,False,Normal
AP10715,BluePrints,2023-08-30,2023-09-29,2872.68,AUD,Partial,,Net 30,8,2,0,1867.242,False,Normal
AP10716,TechMart,2023-11-16,2023-12-16,1865.16,CAD,Partial,,Net 30,11,3,0,1361.5668,False,Normal
AP10717,Fast Travel,2023-03-20,2023-04-19,2554.81,AUD,Paid,2023-04-19,Net 30,3,0,0,1660.6265,False,Normal
AP10718,BluePrints,2024-11-19,2024-12-19,4346.06,GBP,Paid,2024-12-19,Net 30,11,1,0,5432.575000000001,False,Normal
AP10719,BluePrints,2024-02-14,2024-03-15,3898.42,GBP,Paid,2024-03-15,Net 30,2,2,0,4873.025,False,Normal
AP10720,TechMart,2024-07-11,2024-08-10,4765.16,EUR,Open,,Net 30,7,3,0,5146.3728,False,Normal
AP10721,ABC Supplies,2024-07-14,2024-08-13,1994.49,EUR,Open,,Net 30,7,6,1,2154.0492,False,Normal
AP10722,Fast Travel,2023-03-04,2023-04-03,4230.24,GBP,Open,,Net 30,3,5,1,5287.799999999999,False,Normal
AP10723,ABC Supplies,2024-09-21,2024-10-21,1606.15,CAD,Partial,,Net 30,9,5,1,1172.4895000000001,False,Normal
AP10724,Global Office,2024-09-27,2024-10-27,158.24,AUD,Open,,Net 30,9,4,0,102.85600000000001,False,Normal
AP10725,Fast Travel,2023-07-23,2023-08-22,4538.89,CAD,Paid,2023-08-22,Net 30,7,6,1,3313.3897,False,Normal
AP10726,TechMart,2024-11-07,2024-12-07,204.27,EUR,Open,,Net 30,11,3,0,220.61160000000004,False,Normal
AP10727,ABC Supplies,2023-07-20,2023-08-19,3257.13,GBP,Partial,,Net 30,7,3,0,4071.4125000000004,False,Normal
AP10728,BluePrints,2024-10-10,2024-11-09,488.64,AUD,Paid,2024-11-09,Net 30,10,3,0,317.616,False,Normal
AP10729,ABC Supplies,2023-11-09,2023-12-09,2790.33,GBP,Partial,,Net 30,11,3,0,3487.9125,False,Normal
AP10730,BluePrints,2023-09-18,2023-10-18,1246.12,CAD,Partial,,Net 30,9,0,0,909.6675999999999,False,Normal
AP10731,Fast Travel,2024-06-28,2024-07-28,2390.31,USD,Open,,Net 30,6,4,0,2390.31,False,Normal
AP10732,ABC Supplies,2024-01-12,2024-02-11,3697.86,EUR,Partial,,Net 30,1,4,0,3993.6888000000004,False,Normal
AP10733,BluePrints,2025-05-27,2025-06-26,3404.52,GBP,Open,,Net 30,5,1,0,4255.65,False,Normal
AP10734,ABC Supplies,2025-02-21,2025-03-23,3730.17,GBP,Open,,Net 30,2,4,0,4662.7125,False,Normal
AP10735,TechMart,2025-04-25,2025-05-25,199.45,AUD,Partial,,Net 30,4,4,0,129.64249999999998,False,Normal
AP10736,ABC Supplies,2024-12-20,2025-01-19,4466.8,AUD,Open,,Net 30,12,4,0,2903.42,False,Normal
AP10737,Global Office,2025-05-28,2025-06-27,4368.08,GBP,Paid,2025-06-27,Net 30,5,2,0,5460.1,False,Normal
AP10738,BluePrints,2023-12-09,2024-01-08,2910.39,EUR,Paid,2024-01-08,Net 30,12,5,1,3143.2212,False,Normal
AP10739,Fast Travel,2023-03-22,2023-04-21,3087.9,CAD,Paid,2023-04-21,Net 30,3,2,0,2254.167,False,Normal
AP10740,ABC Supplies,2023-09-14,2023-10-14,3956.78,CAD,Paid,2023-10-14,Net 30,9,3,0,2888.4494,False,Normal
AP10741,Fast Travel,2023-10-23,2023-11-22,1173.72,CAD,Paid,2023-11-22,Net 30,10,0,0,856.8156,False,Normal
AP10742,Fast Travel,2024-03-08,2024-04-07,3885.28,GBP,Paid,2024-04-07,Net 30,3,4,0,4856.6,False,Normal
AP10743,Global Office,2023-12-08,2024-01-07,211.34,USD,Open,,Net 30,12,4,0,211.34,False,Normal
AP10744,TechMart,2023-02-26,2023-03-28,1345.89,AUD,Paid,2023-03-28,Net 30,2,6,1,874.8285000000001,False,Normal
AP10745,ABC Supplies,2023-12-23,2024-01-22,4777.73,EUR,Partial,,Net 30,12,5,1,5159.9484,False,Normal
AP10746,BluePrints,2023-09-25,2023-10-25,3137.33,AUD,Open,,Net 30,9,0,0,2039.2645,False,Normal
AP10747,Global Office,2024-07-15,2024-08-14,4831.52,EUR,Partial,,Net 30,7,0,0,5218.0416000000005,False,Normal
AP10748,BluePrints,2024-01-30,2024-02-29,1343.46,CAD,Partial,,Net 30,1,1,0,980.7258,False,Normal
AP10749,BluePrints,2023-03-08,2023-04-07,3815.88,CAD,Partial,,Net 30,3,2,0,2785.5924,False,Normal
AP10750,ABC Supplies,2023-05-08,2023-06-07,3428.98,GBP,Paid,2023-06-07,Net 30,5,0,0,4286.225,False,Normal
AP10751,BluePrints,2024-04-13,2024-05-13,1265.55,GBP,Partial,,Net 30,4,5,1,1581.9375,False,Normal
AP10752,Global Office,2023-12-02,2024-01-01,1377.49,AUD,Paid,2024-01-01,Net 30,12,5,1,895.3685,False,Normal
AP10753,BluePrints,2024-08-31,2024-09-30,2125.3,EUR,Partial,,Net 30,8,5,1,2295.3240000000005,False,Normal
AP10754,Fast Travel,2024-04-26,2024-05-26,2582.08,GBP,Paid,2024-05-26,Net 30,4,4,0,3227.6,False,Normal
AP10755,TechMart,2025-02-19,2025-03-21,1722.33,GBP,Paid,2025-03-21,Net 30,2,2,0,2152.9125,False,Normal
AP10756,TechMart,2024-11-17,2024-12-17,4374.09,EUR,Partial,,Net 30,11,6,1,4724.0172,False,Normal
AP10757,BluePrints,2023-08-24,2023-09-23,3289.59,CAD,Open,,Net 30,8,3,0,2401.4007,False,Normal
AP10758,ABC Supplies,2024-01-10,2024-02-09,2204.28,USD,Paid,2024-02-09,Net 30,1,2,0,2204.28,False,Normal
AP10759,ABC Supplies,2024-02-18,2024-03-19,3457.45,GBP,Open,,Net 30,2,6,1,4321.8125,False,Normal
AP10760,TechMart,2023-05-08,2023-06-07,2571.9,USD,Paid,2023-06-07,Net 30,5,0,0,2571.9,False,Normal
AP10761,BluePrints,2024-11-22,2024-12-22,2573.94,EUR,Paid,2024-12-22,Net 30,11,4,0,2779.8552000000004,False,Normal
AP10762,BluePrints,2025-01-22,2025-02-21,3760.26,USD,Open,,Net 30,1,2,0,3760.26,False,Normal
AP10763,TechMart,2024-04-03,2024-05-03,645.44,USD,Paid,2024-05-03,Net 30,4,2,0,645.44,False,Normal
AP10764,TechMart,2023-08-10,2023-09-09,948.66,GBP,Paid,2023-09-09,Net 30,8,3,0,1185.825,False,Normal
AP10765,TechMart,2023-05-24,2023-06-23,4936.8,AUD,Paid,2023-06-23,Net 30,5,2,0,3208.92,False,Normal
AP10766,ABC Supplies,2023-03-03,2023-04-02,4286.67,USD,Paid,2023-04-02,Net 30,3,4,0,4286.67,False,Normal
AP10767,Fast Travel,2023-12-03,2024-01-02,4346.29,GBP,Partial,,Net 30,12,6,1,5432.8625,True,Anomaly
AP10768,Fast Travel,2025-01-02,2025-02-01,2978.71,GBP,Partial,,Net 30,1,3,0,3723.3875,False,Normal
AP10769,ABC Supplies,2025-04-05,2025-05-05,3489.97,CAD,Open,,Net 30,4,5,1,2547.6780999999996,False,Normal
AP10770,Global Office,2024-12-22,2025-01-21,290.9,EUR,Open,,Net 30,12,6,1,314.17199999999997,True,Anomaly
AP10771,TechMart,2025-03-09,2025-04-08,2592.92,GBP,Partial,,Net 30,3,6,1,3241.15,False,Normal
AP10772,ABC Supplies,2024-08-01,2024-08-31,4904.86,CAD,Open,,Net 30,8,3,0,3580.5478,False,Normal
AP10773,ABC Supplies,2025-03-22,2025-04-21,2807.72,GBP,Partial,,Net 30,3,5,1,3509.6499999999996,False,Normal
AP10774,Global Office,2025-02-28,2025-03-30,3910.59,EUR,Open,,Net 30,2,4,0,4223.4372,False,Normal
AP10775,Global Office,2023-06-06,2023-07-06,1583.9,EUR,Partial,,Net 30,6,1,0,1710.6120000000003,False,Normal
AP10776,BluePrints,2025-03-07,2025-04-06,734.99,GBP,Partial,,Net 30,3,4,0,918.7375,False,Normal
AP10777,ABC Supplies,2024-01-24,2024-02-23,2547.78,AUD,Open,,Net 30,1,2,0,1656.0570000000002,False,Normal
AP10778,ABC Supplies,2024-11-12,2024-12-12,4777.64,AUD,Partial,,Net 30,11,1,0,3105.4660000000003,False,Normal
AP10779,Fast Travel,2023-11-01,2023-12-01,791.99,GBP,Paid,2023-12-01,Net 30,11,2,0,989.9875,False,Normal
AP10780,ABC Supplies,2024-08-29,2024-09-28,4963.01,USD,Partial,,Net 30,8,3,0,4963.01,False,Normal
AP10781,BluePrints,2023-07-19,2023-08-18,4539.28,GBP,Paid,2023-08-18,Net 30,7,2,0,5674.099999999999,False,Normal
AP10782,Fast Travel,2024-11-19,2024-12-19,3114.85,EUR,Partial,,Net 30,11,1,0,3364.038,False,Normal
AP10783,Global Office,2025-04-21,2025-05-21,3340.58,AUD,Paid,2025-05-21,Net 30,4,0,0,2171.377,False,Normal
AP10784,ABC Supplies,2025-04-07,2025-05-07,4187.3,AUD,Paid,2025-05-07,Net 30,4,0,0,2721.7450000000003,False,Normal
AP10785,Fast Travel,2023-11-19,2023-12-19,4020.64,CAD,Paid,2023-12-19,Net 30,11,6,1,2935.0672,False,Normal
AP10786,TechMart,2025-01-30,2025-03-01,755.89,GBP,Partial,,Net 30,1,3,0,944.8625,False,Normal
AP10787,ABC Supplies,2023-07-08,2023-08-07,1670.28,CAD,Paid,2023-08-07,Net 30,7,5,1,1219.3044,False,Normal
AP10788,BluePrints,2024-09-16,2024-10-16,4064.87,EUR,Partial,,Net 30,9,0,0,4390.0596000000005,False,Normal
AP10789,Fast Travel,2023-02-18,2023-03-20,4071.09,USD,Partial,,Net 30,2,5,1,4071.09,False,Normal
AP10790,BluePrints,2025-01-25,2025-02-24,311.52,GBP,Open,,Net 30,1,5,1,389.4,False,Normal
AP10791,Fast Travel,2024-06-24,2024-07-24,4351.8,AUD,Paid,2024-07-24,Net 30,6,0,0,2828.67,False,Normal
AP10792,BluePrints,2024-03-03,2024-04-02,3524.51,GBP,Open,,Net 30,3,6,1,4405.637500000001,False,Normal
AP10793,BluePrints,2023-02-21,2023-03-23,2999.23,AUD,Paid,2023-03-23,Net 30,2,1,0,1949.4995000000001,False,Normal
AP10794,Fast Travel,2024-09-08,2024-10-08,754.06,EUR,Partial,,Net 30,9,6,1,814.3848,False,Normal
AP10795,Fast Travel,2023-02-04,2023-03-06,4250.7,AUD,Paid,2023-03-06,Net 30,2,5,1,2762.955,False,Normal
AP10796,BluePrints,2024-04-02,2024-05-02,613.6,GBP,Open,,Net 30,4,1,0,767.0,False,Normal
AP10797,Global Office,2025-03-16,2025-04-15,1012.88,EUR,Partial,,Net 30,3,6,1,1093.9104,False,Normal
AP10798,ABC Supplies,2025-06-19,2025-07-19,290.27,GBP,Partial,,Net 30,6,3,0,362.8375,False,Normal
AP10799,Global Office,2024-12-22,2025-01-21,4608.55,AUD,Partial,,Net 30,12,6,1,2995.5575000000003,False,Normal
